	1068841_20180306_S	1112926_20171212_S	1128691_20171206_S	1128691_20171218_S	1128691_20180116_S	1162967_20180116_S	1255498_20171212_S	1282052_20180206_S	1316935_20180417_S	1316979_20171215_S	1447437_20171006_S	1465461_20180406_S	1470026_20180502_S	1565754_20171128_S	1565754_20180403_S	1586713_20180309_S	1593967_20180424_S	1593973_20180427_S	1593973_20180504_S	1598281_20180508_S	1651490_20171010_S	1651490_20180206_S	1658447_20171006_S	1664053_20180406_S	1690154_20180406_S	1723809_20180227_S	1834617_20180501_S	1845116_20180403_S	1862551_20180123_S	623361_20180123_S	634207_20180510_S	634207_20180517_S	639354_20171206_S	642660_20180601_S	650003_20180207_S	650003_20180213_S	652927_20180226_S	658355_20170925_S	658355_20171204_S	658355_20180122_S	658355_20180301_S	658355_20180321_S	670829_20170922_S	670829_20171001_S	670829_20171005_S	670829_20180201_S	673895_20180122_S	673895_20180205_S	676138_20171001_S	676138_20171009_S	676138_20180130_S	676138_20180323_S	676138_20180405_S	698564_20171001_S	698564_20180215_S	698564_20181205_S	698917_20171207_S	698917_20180119_S	698917_20180128_S	698917_20180329_S	701099_20180504_S	701099_20180517_S	715927_20180205_S	715927_20180213_S	717449_20180606_S	720054_20170925_S	720054_20171120_S	748160_20180321_S	748160_20180329_S	748699_20180329_S	748699_20180410_S	748699_20190101_S	748699_20190109_S	748699_20190114_S	752797_20170918_S	752797_20170927_S	752797_20180306_S	753522_20180606_S	756934_20181205_S	756934_20181218_S	763742_20170925_S	763742_20180129_S	768745_20171123_S	768745_20171206_S	768745_20190228_BAL	768745_20190228_S	770560_20181211_S	770560_20181218_S	770560_20190109_S	770590_20170925_S	770590_20180115_S	773911_20171213_S	773911_20180130_S	777599_20180306_S	777851_20170918_S	778851_20171204_S	778851_20180212_S	785991_20171129_S	785991_20171206_S	785991_20171213_S	785991_20180215_S	785991_20180321_S	788707_20171213_S	788707_20180129_S	788707_20180301_S	788707_20180308_S	788707_20180313_S	788707_20181116_S	788707_20181126_S	802187_20180321_S	802971_20180605_S	810653_20180115_S	825012_20171123_S	825012_20171129_S	825012_20171206_S	825012_20181113_S	825012_20181120_S	825012_20181126_S	848255_20190228_S	875028_20180115_S	877469_20190115_S	892355_20180123_S	895293_20180502_S	896213_20180427_S	913873_20180417_S	980574_20180403_S	983493_20180123_S
Cofactors, Vitamins, Prosthetic Groups; Lipoic acid	5561.64406832649	9205.49895540981	5454.77944469707	5374.24893221712	5671.17030358223	6620.4900145937	6205.41636389973	10447.0836350157	5569.34964316344	10307.2026536924	6423.73114221069	6083.13074284665	8554.67700231742	7349.24443956657	6070.48975482817	4736.03566954674	6256.09616766071	5369.23077993056	5288.21121126274	6246.25502379758	9550.73101191622	10672.9769278152	5480.3433527445	6068.7884669301	5890.81795170998	5692.01832784747	8638.17070795454	6024.83886390135	8974.32582304136	5680.84646545018	4465.61630580143	5125.93878191685	6055.49322825566	4630.36857737469	12473.2483654814	6324.41084889293	6429.76022581064	9655.93739263962	6092.47377099974	5894.84603030866	6906.18302440314	7994.2289188026	8786.85017563311	5838.0156451851	5518.41311092249	9171.16227454973	6658.03316938016	9322.79058201859	7571.10794776387	12124.4955646473	7282.89198587398	7709.21714773592	8179.70992855455	8952.08746160592	3788.56746807004	5530.1790422208	5673.37604661956	5978.5531501684	7244.92862481277	7229.11775764438	13337.5979887638	6940.42206387175	6835.10143021089	6423.96993196338	5238.14554233345	5746.93520529876	6947.84167408126	7630.99135371616	8344.25864406488	6065.64229782258	6023.77570830566	8190.21181697528	6162.54621596698	8130.09178567203	5574.56502670148	7034.55196605885	5970.39889061389	5815.79417111739	11234.1929076139	7968.76900112884	8208.44334982181	7772.05970131748	7533.87108256995	7600.48778086767	7479.87029860306	5323.51290385089	7782.93529968966	7449.26269677019	2032.56381614259	5106.6003783509	4998.75297880109	9056.65659681964	9466.08830207884	10557.6653150381	7053.51922480155	5814.04622290278	6383.66664056242	8718.73062107252	9440.8030969934	6614.65227332872	5545.26033333125	6046.43167207881	12002.1968782218	7457.19770651638	8010.76912003397	11540.9481246141	8389.61259254013	6457.26976321455	9119.42469469504	5264.53989241402	11134.2146018045	7542.7194321928	6809.24878080351	6825.33071184604	7489.09550060789	7073.17408587106	6189.32521739054	7158.376936671	7008.98881058393	8130.09930659891	2692.35677707892	13434.645320776	7348.95770657916	5957.19520239202	6426.79486708539	8247.77531461411	5693.59957050631
Cofactors, Vitamins, Prosthetic Groups; Mycofactocin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.780331100617179	0	0	0	0	0	0	0	0	0.885072006961322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.37270394445	0	0	0	0	0	0	0	28.8969247108371	0.779604862621242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08692332191383	0.535817334869589	0	0	0	0	0	0	0
Cofactors, Vitamins, Prosthetic Groups; NAD and NADP	9565.49067371848	8064.60253536826	8696.09709581117	8585.22596957105	8600.50677076171	10177.7361419424	9754.67102872303	6749.0958792988	9010.61319613966	7482.4407607655	9158.33389188099	9232.96518937545	8351.99923029352	9512.51716742955	10092.6398288742	10748.3861405729	9784.84817941936	9516.5525603034	9853.87837583779	9459.33644356569	8274.47644897459	6755.37182891883	10333.1444343727	9155.76285928322	7966.22577003641	9975.0144769886	8598.15987449631	8721.01254565479	7899.83488987532	9696.17930598061	9248.35144406086	9147.36670394643	8696.75647774557	10465.8675265322	10473.5324349055	10197.5182004536	7759.56227175649	10097.5588386379	9506.58728415993	10056.0380119571	10189.3520866277	9969.12298491944	8850.40980745775	9493.66104793226	10477.2038689721	7643.82321856781	7047.80725856568	10658.5156511353	8029.08881618485	9319.65876436396	8999.37408271419	8280.39646098206	7094.58069369635	8828.56416686347	11420.1540513311	11041.8955554815	7919.37579915774	11242.919532398	9955.06374047678	2388.14626542966	8970.51690614692	9091.15948103178	9391.23180119486	7928.4321150917	9719.48062649007	9794.11092203878	10587.2716153751	8878.2247278553	8739.68929951857	10377.3289507277	6384.84143916585	10066.3713516864	10555.1321148824	9589.68570108473	12457.7651395023	10171.4521001698	11867.1229940256	10687.4383715253	9920.90398216013	9786.16378324455	9693.45579609092	10051.2871665459	8510.74704701826	8644.11217315718	7804.03803225039	9441.24319072144	9382.82596733758	9759.83419313069	11877.5015632758	10596.9081036733	10269.1899595576	9885.62403019138	10022.5702494901	8642.67916130629	9362.06464014956	9218.75230905531	9521.94447549632	9649.83019699671	9929.70891745494	9433.14401238612	10380.2935505956	9709.99061106044	8241.67418483829	10476.348254009	8627.86845997395	9942.95234450585	11081.7689798554	10634.0702242089	8858.9203113604	8814.19526367196	8940.12920657458	10243.8507751454	10562.6673199408	9258.9812918071	10050.6501221219	9669.11564010122	10036.7435957685	9841.19714126455	9998.60763828531	9640.15758030621	10401.405474749	5937.11848299148	9569.43784440655	9338.32506261499	8238.03380679954	10066.363647233	9307.3802767361
Cofactors, Vitamins, Prosthetic Groups; Pyridoxine	3432.76692712004	3157.53569165488	4119.85661042281	3588.36570237971	4027.56616172876	4112.27509212541	3907.4182870409	2338.30203541735	3373.44565378337	3269.23099371745	2939.12311622925	4202.11249068054	5482.34998210074	2948.24221855262	4319.5272170085	1629.27599531379	3440.96132194102	3113.78150180645	2189.64043738969	3909.79657907697	4216.38911089165	2927.75326076194	3360.30080203273	3448.41840846245	3252.34641943324	2850.1898824937	4072.7663746891	4707.39238125264	6160.29484235857	3479.12884555631	5105.99233695913	4578.9200280144	4504.71551604514	3438.68785408712	7389.93403173279	6418.61766356068	4566.81453856832	4295.52463477913	3504.99753379451	2546.85628842647	3725.83780457291	2923.2142439587	5314.17451513931	3813.57664973695	3492.61401720247	5075.31507270858	4929.81995576001	3981.5745587491	5421.86486009167	4989.00950464344	4441.14968421518	5067.07865888955	4286.55624189912	4495.67340167288	2801.55101797952	2950.52933404793	4047.18759920677	2992.95795017667	3890.33411963369	5000.18124324336	3210.55048816974	3823.13378788167	3950.74981047291	4297.30216750567	2102.97369583117	2707.76258909923	3456.4244831659	4361.98736985201	3776.4872565812	3651.93269023714	3863.6065943663	4167.63761646381	3259.21832303534	3733.59101773482	2974.07647725852	3704.7686392987	3453.61054017449	4294.35072615217	5293.34578213459	4069.41975835674	3887.77582090068	4260.22110584244	3672.77797459938	4091.70292572149	6843.54104366572	3157.38445037571	3896.5769861459	3126.93435169364	2536.4724791423	5998.71473813063	2928.18211235004	4050.09081284634	4377.18309550555	2539.29183302398	3569.30262775747	3787.39187280374	3070.61445258111	3926.58352855362	4089.00143449595	4093.75827881394	2067.27592119959	4569.70051166365	3230.40495687129	4203.46774453326	4593.2405963271	2911.05536072364	4516.49178741891	3407.22845290804	3247.13210212888	3994.59698627913	4695.28898043862	3266.75073057779	3557.1139314095	3902.96474161942	3519.5869201667	4215.90508190845	3550.78981280529	4189.7244215412	3127.89358963752	3607.12229834207	2725.91706252203	2346.14916739289	5169.77145997521	3825.99680030448	3107.39924904229	4111.57497576824	5054.49424566832
Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors	3385.00720751527	5339.66721949869	7743.64379153522	5697.44595194166	7543.54213395092	5814.90417209449	3447.91481124562	6441.54257971566	3851.86915922613	6562.24591960846	3669.19867212953	3604.7171502809	8852.16107100703	2989.19002714362	3320.51761836116	999.823620197181	2935.45445382581	3537.65124801906	2395.95816251119	4111.54264491571	5686.02854223745	5884.22562707903	3149.41632209093	4967.57688002916	5556.44765061125	3541.20865282563	5096.66335229143	4717.78211628642	5828.4271067433	4015.10558359649	5638.26993319839	6893.82586222174	6835.68229935015	1319.58321714883	7961.62465765449	7017.43623167616	7431.33085688816	4832.28911029597	4386.44851837238	2168.10182442757	3114.68983180172	3121.84645197357	7874.0983178777	4565.30636793612	3691.72699940834	8512.09524636759	5139.62658271395	5288.55503996285	4450.26158022801	8367.38139885014	6390.58988505585	7560.92289504103	9566.70667317512	4912.20544208347	677.661308183837	1338.42474649613	6299.9783732086	2584.3253149127	4322.59346625965	6119.62480516351	3761.59192028324	6498.48434614853	3759.81464506394	6752.59143844607	1532.98185590991	3044.55188975161	2666.26352857538	6066.32330450722	6111.15832973916	2653.94471884685	8880.53996732117	3734.07323503715	2802.22386903644	4659.4308956144	1966.55757033354	5580.67529951502	1744.53169240667	1266.64770412879	7047.63535464373	4781.33124483155	4739.99641534016	3268.5546511879	4774.40040902546	5505.36133583296	5762.98193150798	3781.48332941124	4310.87505383991	3538.075297815	997.369613270674	6862.75410842665	1968.79044391284	4469.50133994084	3736.81742042233	2302.02201960027	4664.06218438147	4327.32025481261	4457.68652917654	5844.40907831775	5521.27089708718	7145.65781223298	2647.78672379159	6194.1393349837	1845.94568964074	4146.58259564271	5204.72463856259	1858.36930496681	2876.15433535053	2141.04970169807	1389.18801797682	4953.49394041575	8155.28618051886	3552.20842926894	2631.71303646554	3826.93296093852	4283.361954351	3295.92579458497	1330.45205804372	3261.00217476623	3296.09497370369	3775.90475882599	520.526876260488	7446.77434842108	4421.64462871087	6646.54492556352	5247.51468515313	4758.73724580768	5627.61685352218
Cofactors, Vitamins, Prosthetic Groups; Riboflavin, FMN, FAD	1806.26666256774	1522.67846761639	1339.38745913806	2211.60498391566	1570.96798758863	1736.53281589852	1712.15845759953	1281.27084088817	1542.83116289761	1228.99348528498	1582.70576147207	1562.29437557584	2105.50379697544	2495.76893362197	1744.30247382869	2190.17942946468	2085.58972658774	1623.14881990289	1761.14677729538	1818.52638440707	1283.52788763825	1389.15377240875	1509.16034859362	2199.09481408326	2043.48908473342	2469.52445480759	1425.90710682811	2010.5541308619	2751.73664114334	1691.31602757297	1656.00483388608	1746.83711773933	1440.06449677071	1139.81846002386	2798.02610388228	1616.61085984589	2023.7361744605	1921.64499896318	2332.25688597948	2049.98178819741	1870.41254227956	2312.04610340523	1882.23501308498	1933.46766768556	1789.94274628818	1753.47290991275	1721.68589633713	2006.50697588399	809.492422968381	2021.27526721912	1699.91185513306	1592.43482594949	1720.85596248922	1091.60120935188	1442.55544059188	1642.51345878022	1488.80085934034	2032.11905104246	1768.33369074259	1791.10969907225	2353.64363417673	1765.52876465178	1639.52077976322	1817.26346424628	1772.82633100986	2072.25469191915	1699.9148554723	2418.69038797881	2487.59097139982	1614.61300280659	1571.81746031041	1833.16440021961	1712.79601662132	1836.56400265093	1461.45144344003	1868.06588002733	2260.73070448564	1106.35973686117	2161.39377697702	1905.74763723461	1999.00143809183	1367.1725928956	2053.8866376048	2033.50211397453	540.279556078873	1917.77752707679	1951.97038730321	1686.34522149424	1390.44868167577	1698.45616122471	2016.66958894963	1889.36862747754	2248.28040814603	2281.82884398974	2360.45916621712	3528.93159911427	2432.2832286526	1937.46695443361	2004.0050032759	1939.1708167924	2039.79857590316	1877.65034160838	1597.45300065064	1403.16700596681	1207.65363618602	2375.53859815453	1333.34692332932	1499.40856620976	1924.36700850888	3786.00639455924	2480.41868635656	1889.74198071534	1675.00312496591	1324.2201801923	1584.76168141612	1751.96055585949	1429.6524307926	2199.60532130913	1715.61788669749	1736.67328520148	1305.88321588158	1184.83993350343	1109.31052309828	1852.14229613633	2176.38857909577	1783.14326650572	1190.96077597795
Cofactors, Vitamins, Prosthetic Groups; Tetrapyrroles	8132.20467854033	11100.3946461424	6411.69737383682	6911.87584101234	6714.62123727397	6775.78566355833	9959.40462683057	12337.5790966541	7543.0484421005	13344.8660622442	7508.73371746322	8413.02504786605	11920.3005339505	9399.39884619689	6637.86377767899	2810.28707246428	9448.34212815924	7274.58494014286	6306.76444203811	11204.2876076785	11412.7021342501	13006.0319694702	8018.09714161667	10248.7724168776	7999.8698405804	12480.0450344837	9346.88179639497	13282.4806303519	24974.4298872813	6867.35491753763	13816.6499792733	10756.5013686027	8596.34831099826	4052.81869101917	10533.5044378476	8508.58746084783	17362.4168682601	9549.99332818066	10714.3873113376	5441.93843245418	7300.8036572846	7258.17257109426	11388.2350627074	8319.50840179583	8561.77846202297	16392.1428070292	11580.4781043139	6224.43840000723	4775.54515552663	13104.3485976239	9242.99995670259	9929.23139865245	13702.3074659968	8866.86596368283	2410.83978948057	3271.77733795377	11518.6171748963	7149.2304295733	9876.47113199933	8681.90673578076	8585.42128462393	16103.1464370814	8162.42169751894	10781.9567369493	4378.6065168096	6145.00794486034	7712.70919136955	11437.6787662235	7074.01341866908	6977.33317183914	14423.0640962819	12281.3885482562	6301.49314894673	9522.50457615923	9673.88038680824	10877.1223171791	4082.46149054378	7265.807996354	13645.4242800657	8687.61501434649	10346.1957154305	8027.39928852004	15416.315024035	14950.597013559	10445.4047508582	10542.4281831573	12041.9466249569	8198.49477565006	5345.10142566269	7636.83388272734	3854.66130182863	10444.8380663174	13590.8833150574	7560.66150150879	13684.9280014126	13736.2370753956	12093.5346678164	15045.5584632969	13652.3839920061	15120.1902252945	6618.63667820115	10205.568197905	6253.7326729175	10110.0423710017	8402.16266263121	4824.92576056913	7845.82261757472	9821.04836540227	4466.15091389634	17221.8938821058	14061.2791272164	8195.73684471105	7349.83552759129	13113.3701735471	8754.74749116546	10434.4317428892	4148.90970732056	10233.4018996144	8461.33575332519	9928.87382091177	2203.10717364636	13643.6532997001	7838.6708011604	10093.293541421	9459.2296206255	8537.11454854978	6973.44615531411
Cofactors, Vitamins, Prosthetic Groups; Thiamin	9779.3711571659	6499.9220125206	1855.29966562087	2914.63173376964	1346.54398936168	4452.13937180841	6830.27991125082	6034.46137555625	7695.40432162364	6714.44738655408	7587.88359537607	7315.35803684186	7634.75442053626	10798.6195889255	7152.69729571206	16800.4485872802	7830.12191721056	9822.3508020491	12701.1649473155	7733.83350647335	6614.44704762912	6526.68265505368	7766.89555480965	6451.47058791057	9926.55361373289	6248.67400423471	6178.49192056822	6473.64733699584	6869.66212723623	7099.15699015384	5746.23296297913	5443.78289081677	4159.01195948092	12548.4697127879	6334.64519088784	7590.68129466415	4829.31624199878	7203.82069503792	10398.0300449182	10566.8929029477	9801.45907720668	12100.1657450046	6930.99311129655	6185.42253861313	5155.23932775325	6187.05075530188	5816.94171376927	8636.85039647436	3606.08168133007	6387.8927888476	6200.30286100713	6146.78519646727	4664.83071094064	2700.27667576518	14947.1148707541	7450.60786340638	6153.71021860674	9556.84974004753	7466.29780535759	4776.29253085933	8377.67233090758	7721.68847583027	6709.381684288	4252.77745348081	9349.11837477951	10778.1671598824	8721.8099885799	4786.80700935064	4426.45554910842	7414.60580208711	4124.43275392152	9112.07808298372	9085.85317409873	8860.35061361225	11592.9936162646	7307.6071361405	8369.10898965849	6493.19514327642	9309.62822292565	8260.90049103548	7773.22126008291	7309.67954526347	5574.63424687614	6728.70295815284	3841.98795433865	8961.75669701708	6718.94716948223	8059.75525854559	15411.0211954193	9322.37763756117	9872.04131798578	9376.94138287193	8675.27231016078	7182.03945881137	6743.21348082114	6078.77067346595	8218.02039091378	7601.78940886826	7907.32099138909	8026.50372529809	8831.60063866128	7818.23835309022	7561.27753641302	8547.42456890226	3824.23651458908	6386.75409165934	6325.27038247701	8806.75781439207	7181.26702189112	7035.91366388112	7300.28592489926	10778.5351808208	8579.95800983514	6669.67676084098	7790.31464330305	6373.18984551625	7943.810241302	9240.66997417698	11025.5690236069	9635.24592140324	16428.5587788179	5961.11056887239	5172.37103725559	6688.87960661807	9221.43901661319	7596.62591374828	3773.55703743929
DNA Processing; 	9926.90221648331	11840.8368178182	1666.79328248292	2885.33895252573	1071.44360443833	4326.4474727529	11565.5910512581	8991.66483492443	12763.516143026	8039.44004361548	10714.7779427092	12428.4388798975	6828.06338742299	13916.1127496543	9254.31748842202	7939.5101853746	9882.06103867229	10190.8494530541	10041.0642843366	9037.09903283234	8650.97796268181	9387.95650480831	13747.0929995728	12153.2677725337	8611.84685709083	9998.31848241447	9003.97359300879	10352.6689520414	7131.00796903326	9084.33371461055	7408.82751356588	8817.97240535565	8455.42456819501	8707.20823593981	2929.9827112663	3596.89689001149	6962.22452104148	10459.1587040342	12070.1831762939	8443.87070587367	6756.9319191182	9458.0908955685	6706.03223633223	9036.45034945899	9906.82813869491	2769.20416870367	5660.9642618116	3240.50315187532	7626.28935079875	7233.85220372176	9188.36147996235	7883.44552804908	9029.12448949042	10628.7486173736	15613.757295878	8315.95745607768	8807.43245209759	8393.53521082756	7859.26084774483	12836.2861766844	10342.3048976487	6724.35490995383	7400.04000503187	6742.76445796647	14000.5600224006	9793.39628424804	11340.8013446842	5393.69220863439	3247.25756266583	11363.7916789475	3812.91510013223	5075.41304007589	7889.95325713855	5643.21449374223	14790.2035220154	8879.68356403338	2357.92883870262	6586.96567503194	1113.52787271979	3970.14128196677	8996.20558592878	9343.77305632175	11538.556237719	9560.34025028933	15848.2003116469	7921.25500314327	8839.26508989818	6242.26274866261	9478.39715890016	11858.7160517239	9568.5939365526	5373.50788569032	6850.21785451509	4503.0781611479	6801.92767292793	8527.67756816372	7009.78465123789	1414.18113620235	1337.15781859103	7521.47916462624	4875.1949684861	8340.51896629865	8200.25873667327	13772.2393048794	16119.5507090917	5500.11263380401	17594.6810501189	13314.8309940991	14309.3957042968	7520.49459283483	2533.52836481146	7673.94586593141	4192.48214214791	4523.89095051342	5656.08309490977	7567.8296157218	9091.42239663212	8211.85986622075	5103.10499638543	5731.63803109999	14971.9967303346	9174.20453184664	11250.9704694638	8784.44631881803	9914.65908254739	10199.3265562898	4554.44340703655
DNA Processing; DNA recombination	7674.77928953073	6294.07035569413	4276.11848065558	4115.6357647702	3431.51532772815	5288.98280499379	7737.48791481811	5798.83725484364	7250.57724089624	6111.29314621878	6516.40580110515	7161.96238216799	9829.03443170399	7616.29239792759	6939.15238679486	5587.27177745116	6721.14753050219	7169.67410178329	6118.8540467948	7560.908307183	8214.5784808848	5539.59636041714	6367.50178103618	8506.33648085395	7217.42953331377	7324.85897583285	6275.04457169232	8155.09959057141	8483.36899166551	7704.01006047968	7852.95636517228	8009.01659099301	5469.60276755115	6060.19181224805	7677.14441304589	6980.57052947937	7945.48856340303	9055.96338221065	8212.88736940742	6998.18417549145	8372.89375229847	7541.25934020523	8683.67685127318	8584.47089467535	7569.16514568177	6733.22905498507	6612.0876373361	12372.5239883972	4393.98292030148	8977.25501620106	6775.60432472188	6773.96767050139	8968.81462384702	4481.31022786562	6115.48009824438	6289.42339492727	7600.72017663226	8128.47620416985	8330.81649860951	7761.47536264641	9094.42925326377	7732.14544637682	7843.96992697918	8676.13187676804	5371.93830374462	7062.83025291714	7364.28879666274	12370.3433120673	14736.6862305703	6580.86480677358	8866.81896136308	8931.42625738928	7731.04503392773	9122.35700082171	6424.25380751183	8279.8638795755	6519.12781063368	5914.50173793708	9844.83521114878	8877.19200443788	9306.61243082716	6966.43390994133	7454.41025332819	8568.79194613106	4682.42281935023	7593.28725213594	7721.78186875141	7527.62223441957	6643.97139082734	7930.87596061392	6437.51064734665	8597.41049154929	8263.59111666654	5916.60045388491	8755.10358250557	7418.9350555595	8256.18668232954	11812.9712330648	11201.5940391831	9462.05334718561	5952.04126209736	7383.62748497468	6070.32140247242	6997.73520973252	7175.91291067058	6944.97584758791	7692.43644720971	6104.40169126117	7044.62557749995	8911.09853763406	10669.1442940507	7991.70645136129	6947.44151294293	6779.50044404672	7738.58580983925	7871.82277153304	6523.88333724949	7597.36695106138	7843.23869093019	8636.8396207629	5657.30526041004	5619.68473133636	7378.07297211938	8551.60557301803	6867.71507181332	7944.05079368802	5110.66135186142
DNA Processing; DNA repair	74244.0167874142	64443.7325482244	46807.4577849642	49176.4770457758	44105.3485547732	59286.0572551641	74419.679666426	62204.0778999856	68881.0046633164	62985.3862807818	69105.3571851302	71924.2756653176	70178.2673281628	71214.89315866	69386.2381028762	69023.1390834168	73496.4736035299	68061.240752292	69399.2292416281	70951.1155424359	64863.081801799	61846.5938130327	70326.4950844309	70166.3795512997	65327.9857779784	71924.512179657	65452.0181537546	71374.1568389062	70526.3878604995	73634.0436041528	72655.463103723	68631.433659804	57465.6196082916	73306.3409578978	55751.5756151948	63995.2056557585	68387.0867979282	79176.75182556	71113.7926948591	74054.0585353588	78875.7232127821	74040.975484736	74606.5670983516	71466.1125414492	72917.1524499586	66264.1021174971	52351.6277203803	71576.5502582233	48430.4415205486	75604.8457429807	63508.8087118705	58427.8694032944	67560.7168642618	54718.9044810643	78158.3149042516	75322.9912389928	66506.3015455323	70468.8820200269	70995.3229912949	64081.9247890293	81062.6283305907	70620.3009572144	74099.07631018	70248.5339206701	69497.3447372694	72957.3720562524	74453.389138855	73849.2890677046	76733.8425177803	70946.2091244455	65685.3775874738	79242.6974822207	76346.9581425053	80375.9177429024	70710.0926129506	65807.6681262094	77491.2474678465	72666.9020144515	84053.6380479098	79375.8857512695	77245.162821672	73684.2500371855	71680.3483112722	75481.8486796094	53907.8934843142	73975.8466707155	72361.4568423298	72563.0886365812	75755.5910913934	64222.7015100108	71981.3647841777	80676.2256750497	75756.3401482945	82440.3221946175	73742.6717636548	70591.0315817271	73568.2528675397	81484.1859199061	82015.2102130033	72082.3389178195	69176.3336185277	68453.0806568725	78671.6020357464	72723.2097262211	69925.0416097204	81511.0408321491	78521.0643223547	71526.7469013098	77335.8945290003	71789.4121771144	79573.7066889403	77086.2872215087	74904.0423369736	72824.7179318993	73676.6981145756	71613.0543499003	79087.9834503769	77811.3291943952	77751.565313538	76996.6384606479	85678.0389286918	62282.5321743099	70453.5071275207	68758.5778127564	76693.5153178026	71910.9782335146	56028.0517068929
DNA Processing; DNA replication	4393.39979660301	4326.41961978618	1187.2595008162	2028.52510114118	1278.97547376647	2364.99231117608	4626.49861934821	4009.05989282753	4446.70818286862	4208.57857233438	4196.91315767936	4323.33542515044	5552.365939709	4004.35444846238	3998.15270061824	3904.59283315996	4164.07543653777	5489.38873146325	4060.13104741626	4421.77701329027	3936.1521887573	4097.25905920254	4021.43632703063	4869.70725496996	4565.58663966698	4049.99610175869	4278.30648806691	4745.58167759303	5528.36336245782	4822.39213815276	5131.04228743083	4875.12412634413	3023.69505652224	3756.48159139175	3613.06291473148	4754.51315133514	4942.30221923015	5007.92333063132	4239.39308305772	4072.4307660175	4589.21614866765	4617.63512264898	5538.31692538181	4794.95796591068	4441.27250453909	4193.0099156755	5109.95695870026	7080.03902430695	3221.68781541679	6368.32182280945	4734.64873667508	4747.5331578785	5581.91670145576	2278.95691075217	3592.15587752733	3698.15315382068	4617.89459528723	4778.42487002376	3864.13658347454	4676.78643646642	5310.26593889605	4689.1670173331	4647.82548553065	5090.49720918016	3954.54414667806	3888.21428525156	3910.40684070146	6823.66545944675	7111.83231823427	4207.25323670391	4983.01199711403	4773.72449133317	4310.78549139687	4888.2666023919	3722.20536331778	4902.44781316722	4031.41498840105	3718.68084060884	6699.0074692595	5067.35968602209	5083.02860429693	4214.58243228179	4609.15001192976	4900.35125220641	3721.92583076557	3969.63945569536	4653.91430704676	4531.73845482531	3408.08258734489	5573.50729679546	3893.744870592	5152.68571660562	4732.61429299133	5058.39049043744	4613.15177730153	4413.13779857825	4481.1315367605	5366.06408723148	5344.76819638653	4975.30587476253	4376.78414927226	4877.79057193842	5153.26505024706	4489.90458010839	4926.14753166461	5740.46448270013	4582.60275416229	4122.46655224073	4974.76073468567	4698.22708815317	5758.13822457924	4466.3939878748	4410.53334903852	4329.58751099557	4554.28278030308	5039.88653055469	4067.21528270384	4669.2151053398	4295.97385292091	4598.74157940739	3819.48010519209	4194.00116648994	4489.39118813884	4491.00408186962	4215.74528469291	4924.01874834726	2919.59889861994
DNA Processing; DNA sulfur modification	7.71274974983762	2.49517159789658	0	0	0	0	0	0	12.5009952429246	0.94193790786356	1.750780709593	42.6278450883181	14.0701924380221	67.5638841751641	133.201279819645	0	6.73012102520246	0	0	0	0	0	7.80331100617179	0	0	0	5.26650824313245	49.9830496219858	0	6.29326893980641	0	3.54028802784529	0	0	6.55232809079308	0	0	0	468.673078017196	12.8391343728439	0	0	0	0	0.957273952912833	2.67297699681821	0	0	0	0	0	31.7560746346388	0	0	0	20.8517974137663	125.37270394445	0	157.185216954897	0	0	0	13.5896914881829	4.36754687982282	0	9.74506078276552	23.7302539097618	0	0	2.94261527757717	0	10.8391095356666	6.39898885412697	0	0	23.5223405669758	0	7.45525429151733	5.94674431359032	16.9621517450201	195.752064350331	76.1409026237991	3.37532725982712	0.864094382708724	0	107.132763040917	10.8757491109175	10.4453592522011	0	0	9.36303280719465	0	2.94759804411148	0	4.45930572962932	6.71761595034363	1.63569820353235	0	1.59851502521343	26.3832764189442	0.996157533405415	40.0970151975246	0	0	0	0	0	22.8046930222017	0	101.099618270919	7.86810051183682	21.0731278295558	12.6406496748178	0	18.5937742404418	223.994956913542	0	0	0	58.9399068356548	27.396151382131	0	64.280456387459	42.3346810545447	96.7283812931453	0	13.0874810547027
