	1068841_20180306_S	1112926_20171212_S	1128691_20171206_S	1128691_20171218_S	1128691_20180116_S	1162967_20180116_S	1255498_20171212_S	1282052_20180206_S	1316935_20180417_S	1316979_20171215_S	1447437_20171006_S	1465461_20180406_S	1470026_20180502_S	1565754_20171128_S	1565754_20180403_S	1586713_20180309_S	1593967_20180424_S	1593973_20180427_S	1593973_20180504_S	1598281_20180508_S	1651490_20171010_S	1651490_20180206_S	1658447_20171006_S	1664053_20180406_S	1690154_20180406_S	1723809_20180227_S	1834617_20180501_S	1845116_20180403_S	1862551_20180123_S	623361_20180123_S	634207_20180510_S	634207_20180517_S	639354_20171206_S	642660_20180601_S	650003_20180207_S	650003_20180213_S	652927_20180226_S	658355_20170925_S	658355_20171204_S	658355_20180122_S	658355_20180301_S	658355_20180321_S	670829_20170922_S	670829_20171001_S	670829_20171005_S	670829_20180201_S	673895_20180122_S	673895_20180205_S	676138_20171001_S	676138_20171009_S	676138_20180130_S	676138_20180323_S	676138_20180405_S	698564_20171001_S	698564_20180215_S	698564_20181205_S	698917_20171207_S	698917_20180119_S	698917_20180128_S	698917_20180329_S	701099_20180504_S	701099_20180517_S	715927_20180205_S	715927_20180213_S	717449_20180606_S	720054_20170925_S	720054_20171120_S	748160_20180321_S	748160_20180329_S	748699_20180329_S	748699_20180410_S	748699_20190101_S	748699_20190109_S	748699_20190114_S	752797_20170918_S	752797_20170927_S	752797_20180306_S	753522_20180606_S	756934_20181205_S	756934_20181218_S	763742_20170925_S	763742_20180129_S	768745_20171123_S	768745_20171206_S	768745_20190228_BAL	768745_20190228_S	770560_20181211_S	770560_20181218_S	770560_20190109_S	770590_20170925_S	770590_20180115_S	773911_20171213_S	773911_20180130_S	777599_20180306_S	777851_20170918_S	778851_20171204_S	778851_20180212_S	785991_20171129_S	785991_20171206_S	785991_20171213_S	785991_20180215_S	785991_20180321_S	788707_20171213_S	788707_20180129_S	788707_20180301_S	788707_20180308_S	788707_20180313_S	788707_20181116_S	788707_20181126_S	802187_20180321_S	802971_20180605_S	810653_20180115_S	825012_20171123_S	825012_20171129_S	825012_20171206_S	825012_20181113_S	825012_20181120_S	825012_20181126_S	848255_20190228_S	875028_20180115_S	877469_20190115_S	892355_20180123_S	895293_20180502_S	896213_20180427_S	913873_20180417_S	980574_20180403_S	983493_20180123_S
RNA Processing; RNA processing and modification	53952.8302266471	47092.9746355441	29292.7344443022	33764.5684073101	27877.8042700751	39410.3641807005	53445.8259604467	43865.5008826933	50543.4510039106	45842.6736709273	51305.1697106982	53813.0687012724	49340.7813338667	53129.2015528786	51087.8708606047	55368.7231317901	52593.5028800372	54785.0068769837	55780.3488852314	52550.9839371874	49208.7478415337	44070.531144966	53401.9068486632	51921.6587670854	48892.0809156115	54640.3614292089	49451.3713262277	53080.0143527586	48506.756185091	56387.2002241923	54942.710827751	50750.1321375631	40277.2387759184	57248.0624871123	39307.1978057314	49929.7114109418	47887.8669409024	50489.015179748	53884.2794800886	55086.9765148151	53457.6738135844	52523.8494453375	49111.1571671052	51688.1402743345	51568.6509801662	51924.9392928743	37087.8777206528	48346.8810249394	36303.9123078764	44760.24511232	46733.5508769364	41492.8179100631	43713.1691302375	39604.0579112227	54773.6739784303	53506.4072236381	49467.367500082	50307.4631886154	47124.1280430779	42300.0407264229	51624.2791404965	50783.323260719	50648.4630836564	48620.102073697	54171.2827783826	53951.2876598012	55308.2722892954	54998.7183162575	55513.4935417536	54084.1800342155	44456.6183081671	50844.9531060764	52357.9488019899	51191.97520503	49266.327875201	48671.0549646534	55538.5943312921	56331.1144831963	46677.5075815502	53308.1183583122	52197.9404658969	55413.3383816703	50764.6547743918	50921.5860280817	38864.1094006069	53922.5221560863	51682.9872171505	52340.998855496	54296.9565273848	51634.5864078652	54841.6310031474	50131.8539590697	53120.2118419062	55095.0603357664	52512.0906023347	51811.6003117438	54344.7369921627	52169.7855119582	50719.6029380019	51254.613339419	55223.7859478894	52855.8344625949	53459.6521406628	52138.0257558839	50743.5492809099	58046.9897300435	54039.0605784356	53699.1954074861	55475.6673036767	54472.8035760015	46900.6325034868	52267.5403166484	53885.053014634	52470.7990442322	52524.5993249398	53441.4634702892	57813.1991959047	54589.3160630675	53105.9141238329	51046.9513511801	55775.8245988804	42739.1326792405	51605.9416442479	48213.9098859946	52734.7013413346	51344.8480617729	38950.9611150063
RNA Processing; Transcription	7177.80133770145	6199.46176594055	4289.34699877052	5402.07707439884	4300.25338538085	5571.78957786869	7020.37407384801	5781.41555924191	6887.00662924786	5924.55395598483	6379.55310897197	7274.50635196556	6263.58066699283	6917.79102971264	6591.34904504356	6768.15742195578	6859.48890713136	6739.22402251702	7008.79209743591	6598.10391167616	6062.53005594467	5804.45033387026	6784.58875431606	7507.03609867053	6451.03485969119	6915.78866599675	6378.7655257029	7269.35127863723	5711.58200816208	7155.7964106121	7306.5514995679	6821.24995765091	5967.23973432513	6845.71408428469	4532.93697503338	6186.29731503223	6542.22179555274	7127.74384024026	6929.53188175939	6841.54673614275	6844.1911937046	6741.70833157574	7087.31987316103	6555.27146746965	6864.13287936147	6639.00661584723	5812.70319605303	6694.3450420931	4556.8016848688	7813.75226948273	6442.79156154503	6060.77916099846	7101.73977846697	4529.18747388983	7019.94674941116	6540.5137887847	6245.1278152329	6096.35715312739	7138.82860336822	3184.19502057289	7515.35294874125	6538.48225848905	6910.81111145729	7386.24969826036	6494.58382876065	6962.84592928597	6679.12479885549	6897.41886908192	6354.98452693585	6613.42974917877	6922.75569126367	6819.15478662626	6835.71984342114	6634.55596842418	6863.06216549397	8624.85820789114	6530.73564536751	6686.20339326792	7023.6005963763	6994.55945634599	7030.29556823903	7132.3232258988	6403.55836643535	6873.72679871745	3481.8015836194	7050.71707956551	7003.75584932438	6745.67103484508	6509.50545848532	6460.09590619321	6869.06134127826	7119.19893099452	6497.48862190308	7787.83472712724	6782.8517539734	6629.67116152705	7305.02817697547	7071.22899631497	6984.04535474289	6954.70651020793	6697.16709708461	6905.97462314428	8348.17105154833	6677.97172127203	7142.36697633208	8271.95657059641	7018.01731122364	6814.11138016423	7668.36846717443	7496.15579584369	6442.00729406639	6691.73477187575	6964.29571250936	6777.38845013891	7117.00547225012	6245.19272727994	6899.2886694168	6461.48610788798	6837.56288732942	6819.34722088526	6223.49238897408	5555.09065396467	6722.50684705022	6798.24419934231	6899.9578655777	7109.5636326194	4999.41776289645
Regulation and Cell signaling; 	12832.2357184029	6316.73483104169	9089.64550973075	7442.80750105832	9191.73128221979	9240.0084213572	6548.85315099199	4509.80427235074	9849.74250182097	3481.63799194068	9148.12100440837	6222.69656823334	1998.63733536285	14809.798672153	10352.6994704269	8920.51890869189	8834.77942802828	6713.22368215866	7349.83752418765	7908.39891768109	3572.48595392646	3679.23652278857	7607.18778955	7073.1606353514	7235.89063868919	6576.63037243826	6340.29075714891	5105.66555754767	3391.27342331861	8259.5658574437	4077.31950596709	3938.42291897672	4794.93034888059	18582.4948937223	1235.11384511449	3950.77441875639	5012.26294563817	4876.43247048721	8440.52354085972	8942.02911954001	10028.5996316644	5719.54165947448	3327.40986472683	6003.37525821416	6067.680950538	2677.20921039651	3445.91490330401	4860.19331008051	5887.66810828861	3231.14886139722	5067.24489538518	3234.4885185156	7219.53926423807	9403.09111915393	17014.0736847403	20563.5647557656	4706.70026058121	9416.95748653373	6090.92715700224	4179.25596450191	7104.69176861236	4542.11586902235	7846.83886184891	5532.4686892689	7004.13293449507	14052.9623523949	10378.0310432025	5680.27688607395	6988.74471964943	8106.9050897251	5692.18473098509	7707.96176855091	11082.159946896	7985.73634348836	10811.0943041661	6539.21067761928	20750.4730477357	8378.87746207753	2767.21835392403	7389.17892782572	6709.16896743575	8037.22268810554	6499.47391606877	7196.97010571574	3241.67733647324	12475.9976859182	6615.85413103499	6691.12304763914	24440.2311990379	3404.12807896197	14186.7680045679	8211.85599495519	7758.81495161245	7959.47671981673	6484.44987889904	5075.21483061753	9273.31834855941	6800.77574518711	6627.44329453487	5591.85123504921	8082.65619979597	4288.7382342697	8744.57605541349	8143.05160393537	7318.84776133028	9249.64734525684	8748.03003501323	10124.0743620761	12553.3001041585	6685.6157528096	4143.86626956739	12002.4402629216	9100.68255060611	7142.76339618878	6765.39243372895	6314.52449965794	11343.854389636	9387.31032893092	15382.410582555	7882.05160170994	27065.1145529302	2740.63442562709	6586.22597750327	10319.0785070453	12590.8109649911	6221.15360090289	9618.20795178529
Regulation and Cell signaling; Acetylation_deacetylation	676.744349844727	1200.59340052124	1445.21560405761	1489.0497132324	1426.17831131318	1261.88051288626	867.441178748105	1365.96443039761	722.453350080682	1534.57384156105	891.730974752702	710.302615695118	1722.92856449399	510.482680434573	630.063196607211	588.968988663387	631.883585144009	672.47793889846	626.33220702119	745.124842470619	1073.884999324	1359.37099627748	645.333820210407	638.331846033898	769.327746439235	542.99332814185	1071.58813558181	795.423137991826	861.473330367989	641.563805808042	1198.24519841939	889.349854994968	1093.92055351023	257.479652126601	4644.32655257686	1792.6362847495	836.072394808032	1356.23430034352	607.793867541487	601.299459794856	756.913147748223	1043.38280577468	1558.4737538458	1091.76055802483	856.600642198167	1651.67703595059	1912.41919356798	1332.80569690783	1784.98919502822	1907.55208618665	1417.78453717807	1800.17248085109	970.815283288554	2556.64493769257	368.214342251651	611.435517914085	1248.50317678014	1266.39303180907	1113.39528676385	1641.85055748289	1371.32735080617	1243.20308585201	832.44410193725	662.653918266452	770.584658955657	419.232514874573	497.205320014056	897.262909218833	1462.48738318558	694.65337986005	951.323079761101	1062.68436405931	845.022028125545	1294.0764188775	388.670670242911	1148.67429768732	597.873415507337	385.51948303024	1952.01882093602	1034.52496084088	1101.33840014246	680.834215630075	787.85763789798	887.280915311409	4022.08113969828	580.302466471634	769.232671490934	744.81214445556	172.838704401255	1503.06107039792	408.355908113785	1297.81450251533	806.904964575519	541.850212215853	833.27082342268	599.939084498605	657.82329418726	1703.06335961269	1777.68191762276	1497.67194650517	860.182030095576	1270.19188820633	816.475978110326	963.025348894503	566.634586543805	449.28365647661	873.842976261485	591.194390317986	585.786932899152	599.044289869641	1790.64854148553	808.172937463316	703.545788845648	1005.30910011409	1006.6860079152	602.653098362625	311.216855682743	635.441537267082	745.71997577638	915.711825292127	79.9054415312153	1565.02221746247	814.219114241148	899.611972409075	669.037970610922	1119.38258840041	1260.76067493636
Regulation and Cell signaling; Two-component regulatory systems	5051.67309961095	7609.19213255882	5275.86373719246	5430.39342960129	5787.72599298397	4829.21506897494	5047.85216320157	9766.36106548406	4728.18892575514	8444.42624710142	6274.79806318132	4620.27711877702	4567.98847637842	3863.63047960461	4911.95576630158	5475.81232833471	4824.00119262012	4938.50250772219	5106.85876269905	4386.25470947941	6987.52582030263	8808.46877493979	5011.75452682389	5612.72393882022	5696.82106494248	4753.23697279037	6681.35568264999	4111.6393583425	3554.71828310913	5063.14463770558	4001.67316904714	3995.21503942341	5432.43413038679	5403.46169953733	2844.29282056782	3548.97147715566	4870.83978046651	5551.35627119832	4508.6185534823	5252.06190078468	5438.98382219713	5585.50079175423	4795.10418857144	4324.56453333956	4757.17290900032	6558.14906169348	4446.8832471715	5638.99198857695	4186.91992623217	6575.10406577827	4688.858552402	4182.07655391546	6605.88276561709	2864.97440208845	5718.24936393499	4975.36918665848	4402.14906724949	5954.99234957661	5187.11215951158	2537.40540701902	4727.1408823339	5117.85052488858	5416.48863541669	5828.78248091554	5510.1619269448	4925.54352204101	4576.20996468392	2988.40386880643	2162.30145513972	5432.28359419447	6490.18827379965	5939.56104780691	5681.98215302204	5706.86860960915	5219.87196302564	5098.46731789202	5634.35906774114	5338.80700154611	5787.07422877042	5290.59490663498	5442.37346528289	4603.54318785397	5197.83521377077	5361.0575739206	5090.63403949871	5361.18624104287	4272.40209136004	5469.42222354697	5683.55572443052	2714.9093990155	5252.32093091593	5679.52597630289	4204.011710414	4735.29968066898	4887.4734014359	4069.76685927643	5047.68287119066	5857.79433187029	5891.40705117534	5251.86248857245	5115.26893403681	4319.97766023432	4799.45879306591	5050.19456680709	5854.05724584523	4549.39263913421	5533.42246001804	5319.60927821077	4512.2041414504	4138.84793587334	6046.63524334659	5440.74887199401	5142.21628771589	4625.26665808795	5480.58647188652	3935.91138576652	5460.68875402332	4794.44131305031	5252.88303014516	5318.41570244856	5412.10970553997	10498.0140089526	5638.71944634107	5370.154291769	4870.27399810986	5290.62401094091	4773.22246533433
Respiration; 	800.939397098522	442.892958626644	3561.77850244862	3478.51777271502	4756.34086564852	3324.21996186289	660.741089303342	605.964521276272	381.280354909199	354.404137833664	250.361641471799	919.647317047408	1099.48503765687	593.743224569624	856.29394169772	310.63394748693	721.244636534198	258.398444302272	237.792649242644	239.705255926869	423.564202920623	427.595571599019	227.466515829908	273.400976886027	178.572374425792	224.73862743318	241.820503497165	635.458658958167	551.730110460398	345.080913532718	314.410729704291	259.326098039667	3202.49205520386	58.0899215163673	1166.86042750207	305.885691200423	181.635684916242	1304.57717671547	602.856754605264	383.03417545651	700.738602022116	881.545728140276	1093.00117420291	505.338140417818	593.509850805957	256.605791694548	2944.92210924431	1170.55597222108	3444.67873210681	1905.25999106506	966.597432916832	2038.34304061088	572.292897724068	1694.85450925687	90.9057852441732	353.177318695667	673.878283701417	309.235507767331	943.111301729379	1791.10969907225	983.928525805167	546.638135320483	639.16848966087	323.198469106889	352.542481472213	664.223342953298	435.61966105777	178.272527289604	155.033998217552	275.134528453465	281.280622140902	1205.85093584291	736.950216366956	1270.98290718436	180.247059227789	546.894418182188	362.080531637075	74.5525429151733	2036.75992740469	765.292375790025	989.946154000245	868.281497993082	268.760433063734	532.066116152897	1800.93185359624	765.847652775989	669.538304640857	699.258772161238	46.434278794367	92.8553930168128	273.65591341028	1080.86640657247	613.100393175189	494.732802457953	848.011306251177	805.106271648684	857.105858650952	1048.02655532692	1484.62082966697	639.092770275914	316.778095622922	410.48469795432	230.743211205092	667.538603268609	192.524492725308	224.985843289206	522.996657702566	432.252590466278	140.437040068695	364.307245148656	1839.16849464186	1220.02319013218	656.260395617625	1191.16456400073	692.975663038003	247.99441658285	151.718217145337	391.040946010512	789.378062539918	1242.02458222771	109.584605528524	442.930816262964	636.660108484612	1005.44867504544	822.191240991735	784.077181016701	2427.72773564736
Respiration; ATP synthases	9490.24192295404	8209.11455707976	5655.19149413847	6254.00879557606	3359.12048959043	6578.97861108984	11730.7763235839	8457.6294925187	11247.7704698214	7235.49603925394	10005.711755324	11049.8156171548	7065.24663137822	8816.06318964414	10307.2418908059	15393.5960312481	11862.9599937569	12822.3406908057	16294.5118685497	10753.6979623731	9215.73023324264	7352.09102212044	13068.2049420359	10272.7445315176	11225.7323378162	12291.9126988353	8263.15143347482	10073.5501243771	8375.51197759055	11311.1020411454	12400.944129732	9837.5753573751	6521.2461982204	8419.89862411562	10849.5632636715	7625.22213275844	9471.51435714816	9399.71805944453	9695.78450489449	13111.3240215482	8657.98512270291	12704.4668277991	7701.51918510882	11064.0804035578	13314.7234110646	6532.75578022371	7085.10621446861	5915.09722941068	4529.90119333159	5987.65771761702	9566.55287892544	6142.81568713794	6510.86218593432	5285.64796107227	8468.01163153299	9151.3325899667	9873.10043562541	10425.65426187	14854.0030022377	5074.81081403804	12194.0804939674	10292.0118361703	9922.28674523862	9872.11179735952	17153.2145083529	10531.6820891504	10791.6154684869	10810.1426122419	10838.2858753907	11921.7115355761	7881.95564481553	9329.76353282503	10060.27697683	8512.68829212277	11053.4955217483	18241.5751096898	9588.63090386293	11123.2394029439	6667.78706161315	8042.05547440366	8713.76332165188	9544.21627587958	12475.209552321	9307.16059615567	7924.10015582347	10052.79271308	11222.413613828	12679.5055366996	8091.17307991844	8031.70666346039	11618.2469365276	7596.88899317927	9237.77227024539	15871.8360298756	11378.6617867708	12685.5459606289	10625.4955301462	8778.98042782408	8537.66874966491	8195.65607907628	15537.0690485243	10816.339752139	15264.5508951061	9246.42238329973	8541.08658635913	17770.4414693383	8936.10809881782	11306.9814311898	14537.1314449487	10876.9244484575	6994.74135502293	10112.8831342047	11533.1883116407	10137.570757453	10634.9237203696	12031.7291142131	9184.78745333694	8770.48978909291	9716.55103624867	9824.21083483391	6533.98210463823	7147.79604744358	7789.27883283327	6540.70822292716	6238.98059340787	10548.156592468	6628.80915420694
Respiration; Biogenesis of respiratory chain components	6881.30543866442	8028.31858171551	16018.0818724326	15032.0789083362	17029.6790912641	13225.7646940386	5632.03118977611	8956.47645964964	6588.80580522393	8682.23417090671	6786.53667475611	6438.82297221332	12012.9293008341	8131.21109095952	6991.48146100972	5315.96096444319	7360.32208009018	6754.310639762	5907.94790562495	6958.01326954876	7791.01427796418	8442.35336264033	5842.14386754566	6842.94908814737	5962.33316832785	7123.42435382554	6834.68421847296	6395.2095175516	5992.28680120334	6160.4984464791	6426.86945507513	6481.89859898182	11908.9370402672	5995.03690027699	49185.5968408791	10945.9583797372	6296.70374376307	6186.17535956549	7568.47658092228	5871.4788057501	7448.01205181586	5412.16395470844	6130.18384277753	6125.78636055139	6312.26444550722	7651.06253126752	11305.8221563015	6113.27768897616	13533.2479431502	6929.268025065	8208.17211675632	10684.0997561133	6442.52546766932	20884.0547157584	6043.85735835503	6887.60933323469	6924.22996159867	6317.23965867548	25608.0915955686	10298.8807696654	6027.59866212175	6657.1688741923	6025.89570071844	6576.91899727986	7526.20404093754	7294.21047943594	6944.86597557513	6616.94518844072	10699.4599769868	5350.65544639448	7114.34158927112	5900.54025347851	5854.27492791941	6097.52685105094	8071.96054548724	14846.5172878563	6030.549851084	5064.85125718049	6350.37958387527	6095.98115287329	6628.07168363347	7418.61607763186	6241.8239352353	6389.32988934398	15187.858631995	7355.22848269006	7002.9628259517	5508.86312635297	6246.70033891998	7260.52268618119	5967.44384118544	6185.88417973723	8198.86677628126	6113.48391608756	6137.73885842036	6650.77567163771	6971.89097618939	6832.46064490084	6534.72942307249	7616.90803677987	6988.70920186126	6797.49180872216	5011.269227967	6318.27370909544	5598.52473731891	5155.40955280128	6095.08203292499	6406.65025521831	4928.5809872757	6633.96843823953	9379.75932267347	7328.27262872729	6448.48697994526	8982.31008988495	6146.91105851323	5239.88202779892	5487.14218675635	5432.67599993176	6374.35239830714	6585.82016577126	6547.6801803293	9697.87794482421	7068.95960096204	7140.44953786654	9060.22504779127	7500.46053368406	13436.4805494948
Respiration; Electron accepting reactions	1260.39185495263	1225.02528908398	6840.79743019031	6908.21424335686	7432.53671547308	4973.09921657796	829.859344303602	1433.92629244795	1052.42753701371	1338.57226189977	838.988705876213	1708.90832762202	1660.2827076866	1977.77915494571	1406.54208571459	264.16115219361	1372.00995011002	666.70008548549	475.746295539615	996.545897807404	1334.86900314378	1504.03019462938	640.066585281241	952.544852802911	830.145873961063	1046.37984877879	880.750357716082	1575.96368255688	1371.02858276061	909.989207393396	952.981359026183	1023.06948404671	4653.12583268482	262.974644702474	1519.04806238219	1189.33405015061	1023.07133813716	1331.34495895909	1388.32791269679	634.110580969901	803.651257927455	812.465176952443	1362.97760886642	875.187069274337	757.203696754051	1471.80795887303	2577.01877147458	1706.7099067396	7207.0310320379	2091.36048343681	2380.21233410977	4021.93993172141	1535.29827035377	4251.49944694944	192.830453548246	806.703912445085	1483.57699667599	1082.32427718566	1545.65463338982	4179.25596450191	1119.01140979036	1084.38784567641	740.411691247833	939.993145135201	397.332714774011	1396.2398254187	1147.15060765364	543.035818942445	357.282895892269	622.265044031652	1410.97677935721	971.455192134119	664.694967222439	970.347373142731	597.301461785881	1278.04717080569	403.407220358108	303.428849664755	1595.2141621206	1013.6548623703	1284.50640321312	1434.36923286179	1018.08308474535	1047.71443903433	2641.36671860782	1458.71532192387	1141.61378948662	671.017615664546	202.82750945595	991.074662582823	567.527465836094	1184.62419158862	1138.38692795289	732.002615881665	1056.97932752575	1460.91352880098	1229.09089177093	1340.78856237567	1311.58157818762	1250.67957151931	678.715332760223	1143.58612906217	508.818363170203	941.477944011721	721.966847719906	368.784134565793	607.653605215539	544.634808730991	328.319026106544	1195.24797743793	1686.72404722502	1580.39216121743	557.593102322519	458.302677993189	793.930321894761	807.981808866704	348.173857295068	642.424411302984	1119.71217545823	1449.29658793309	465.734573496226	1383.69741455482	967.042748299567	1421.73970541513	2232.81346818344	1072.74896573913	6427.04382128027
Respiration; Electron donating reactions	4466.86868204057	7092.52526702104	9053.26708491466	8846.41993566262	10982.2969454929	7164.4382461642	4112.58888322338	7983.62137852291	6577.08612218369	8905.31646541907	5581.0512070051	5479.61572317107	11612.9338300961	6043.89654803287	4715.95959742411	618.821958379474	4913.73613962282	5135.54870856156	2991.00327530794	6427.75618825598	9074.54216560243	8472.13613877161	4088.1546361334	10913.4537773505	11441.0543892978	6352.39183095843	7536.81217160947	6673.01792818466	7844.5236006061	6950.91554401616	6086.46093893533	11481.1540743023	9620.68776649938	1473.44300927326	45186.3105870182	14695.4659919057	11915.3724406177	4065.88523974174	7720.58667948117	2533.1612117621	2857.57471737155	2629.26317451256	10650.0968071723	5360.97853312816	4559.49583772383	10494.7759337575	9312.87112612493	7943.4994968614	9670.3727537906	8732.00083819149	10399.9385647848	11916.4670066482	20253.4847000081	16546.3762259654	641.849938239162	2295.00095285265	8603.70180818787	3843.35559653683	12653.4099648692	14627.3958757567	4101.54475363727	8568.96451436385	5814.57599807721	14052.21812359	3487.85881259805	4518.1999813214	4012.10792888615	5584.60817757573	6261.02452801612	3979.88716292312	18322.1166227066	2413.05676037778	2235.9133554462	4077.47440094723	4465.15473618083	23377.2861334795	2021.02192456059	1689.36062245783	4558.92285940619	5040.25350235113	5381.78354060303	3847.17964311515	6782.29821271511	6691.114852505	13687.0820873314	4998.34980772506	5461.66525663887	4030.45792700903	1504.27715677585	7841.62844585338	3348.77380197323	3132.44079211908	3688.91895220552	2998.68657816351	6379.78006385634	7193.39110002672	7016.7363686029	4045.15941600269	3575.47848264613	8228.49483802328	2646.79056625819	7155.61818669044	3496.64712364639	4396.10154418533	10584.4715432391	2943.39277550833	2715.78614869581	2268.54866723129	2068.5996442551	9974.5813037751	9365.00663421377	3414.40126438356	3118.49509199857	3123.63898964022	4639.14667299022	5495.87626427154	2234.9260448717	2562.71477117603	3266.47631318154	3575.7769842522	1006.80856329331	9871.82056746081	6014.47652595894	11472.6985657816	7278.81069230918	4507.38992366724	8601.74692320339
Respiration; Hydrogenases	9.49261507672322	14.9710295873795	0	0	0	0	28.8418729457808	0	15.6262440536557	1.41290686179534	3.93925659658425	40.2058084355727	5.02506872786502	13.3080377920778	44.4004266065484	0	17.9469894005399	8.66678011945509	6.60087922745321	12.6530633627086	0	10.6367057611696	5.85248325462884	66.56719437225	2.07040434116861	81.0139244418675	0.877751373855409	108.390208730823	0	9.43990340970961	178.734781744041	18.1439761427071	0	1.56999787882074	1.09205468179885	0	7.1510112171749	11.2706451552093	38.0862997937224	8.55942291522926	0	0.307480198165426	77.169530912914	103.578625054584	45.949149739816	2.67297699681821	0	0	45.6600448460521	1.05789005611608	9.09738760392312	6.94664132632724	2.82024551569859	114.905390458093	3.6729610199666	0	0	132.529503328856	0	0	2.76384417361002	0.392136395495325	13.5896914881829	104.457162875762	0	5.84703646965932	16.9501813641156	2.52868833034899	2.81879996759186	3.5311383330926	0	0	0	0	2.48616633417641	0	0	5.46718648044604	4.46005823519274	0	47.539787056509	0.458680136287946	8.4383181495678	0	0	7.58014832836677	16.3136236663762	1.16059547246679	0	0	0.851184800654059	0	1.47379902205574	0	59.8290185391934	80.3874708724454	20.0373029932713	0.96994590960381	0	0.280673153393023	0.664105022270277	1.69902606769172	0	0	0	1.37606020360371	2.61825610864864	0	0	235.318077009898	7.86810051183682	1.10911199102925	6.32032483740891	0	2.86058065237566	31.9992795590774	0	0	15.7603881677505	3.21490400921753	0	0	9.45300829227338	0	193.456762586291	2.10773435757178	19.6312215820541
Respiration; Plastidial (cyanobacterial) electron transport system	0.889932663442802	1.24758579894829	0	0	0	0	3.93298267442466	0	1.56262440536557	0.23548447696589	4.81464695138076	1.45322199164721	1.005013745573	1.02369521477521	9.51437712997467	0.564446906396602	154.418887967145	2.88892670648503	0.482991162984381	1.40589592918985	0	0	0.390165550308589	3.5660996985134	0	0.600103144013833	3.07212980849393	0.842410948685153	0	0	0.270810275369759	18.1439761427071	0	0	0.364018227266282	84.6914780196612	2.50285392601122	0	1.05795277204785	0.427971145761463	0	0.922440594496277	1.0523117851761	1.56937310688763	3.35045883519492	0	61.0346551138717	17.4039497068841	0	50.9550377029245	1.29962680056045	0.992377332332462	5.2066071059051	57.4526952290464	0	0	0	0	1414.66695259407	149.259141589354	0	2.35281837297195	0.905979432545528	1.45584895994094	0	0.974506078276552	0.565006045470518	1.26434416517449	117.449998649661	0.588523055515433	2.2868343263488	0	0	5.03858436941271	7.45849900252922	2818.76047794261	0.419560291584096	1.49105085830347	22.3002911759637	0.498886816030004	0	0.458680136287946	4.64107498226229	1.08011797838591	1440.74548287699	0.252671610945559	0	1.45074434058348	0	1.32921830494415	0.851184800654059	12.1275333135761	0	0	0.743217621604887	0.839701993792954	0.817849101766175	0.96994590960381	0	271.410939331054	25.9000958685408	1.35922085415338	0	0.430948097655655	2.18777832642396	0	0.654564027162161	0	0	5.42296802985772	27.5383517914289	0	2.22381799834758	76.0317806808978	0	7.99981988976935	0	0	0.543461660956914	0	0	0	0.945300829227338	0	386.913525172581	0.526933589392944	0
Respiration; Sodium Ion-Coupled Energetics	1228.70036399336	966.463132251943	2086.79873263238	2001.67338500093	1920.87637192096	1207.30376724374	797.084488683397	187.326350727592	1761.59857964879	1126.55773780482	650.998627183664	1749.03340150251	2620.40583929068	2508.05327619927	1008.52397577731	15.8045133791048	1457.44509756884	618.658304329498	217.131360603867	1881.08875325602	1925.29183145738	948.79415389633	902.322862680331	977.11131739267	638.029604470126	1334.62939228676	924.857364252316	2799.61238613033	4749.85696599365	872.31700026761	2929.62555895006	2576.14958826209	2302.3416480481	272.656298288535	1590.39563492639	3959.24356655836	2327.65415119043	37.5688171840309	2033.85542910798	300.435744324547	552.864106158133	462.655204839577	1953.79221447696	1734.6804074798	565.110723536209	2572.74035943753	176.322336995629	214.461573807411	31.1479375693999	3.17367016834824	1822.72658778602	1823.98953682707	118.450311659341	497.923358651736	58.7673763194655	358.824680495229	1974.62008712508	912.981022932121	1886.22260345876	895.554849536124	353.311413526481	1695.85919838545	357.861875855484	599.809771495668	192.646164738914	1581.68833211473	1328.89421894666	1620.8892197537	295.973996597146	1067.38464835316	519.87367018996	92.1324310531661	227.164104321507	67.1811249255028	71.2701015797236	482.207981623005	141.251964833312	306.493787540157	422.218846264913	1406.86082120461	904.188106761053	2164.51156314282	1772.04681140924	1582.44484620058	0	1438.54370498338	2280.73521980199	225.542386816045	22.5722188583728	4693.4698347578	604.766800864709	541.35961208102	1964.5740964003	753.878556126405	978.817607653637	2217.70894574011	1240.67708737929	258.975557864217	107.633345031037	1911.94552091328	589.061154753736	2919.49312631694	1053.13568191042	1100.066843949	116.681510742611	669.68263242047	315.063485074053	502.739823443992	521.261806381103	996.276698056719	68.1902044359191	1124.08500290815	564.849771580285	223.871354227088	468.896845268577	1813.29250834772	361.789594731188	1866.75499226447	587.482055494424	794.97431916818	173.508958753496	319.279296722886	735.444045138869	254.008086327268	386.913525172581	952.695929622442	1459.25413759936
